,date,headline,section,word_count
313,2016-01-03T00:00:00Z,Marianna Koval and Stephen Burgay: Home Is Where the Heart Is,Fashion & Style,714
314,2016-01-03T00:00:00Z,"Megan Simpson, Adam Collyer",Fashion & Style,206
315,2016-01-03T00:00:00Z,"Bonnie Lilienfeld, Damon Darlin",Fashion & Style,204
316,2016-01-03T00:00:00Z,"Danielle D’Agostino, Ethan Schmidt",Fashion & Style,220
317,2016-01-03T00:00:00Z,"Martha Clippinger, Marshall Price",Fashion & Style,174
318,2016-01-03T00:00:00Z,Xavier Bounces Back Against Butler,Sports,279
319,2016-01-03T00:01:35Z,Spoleto Festival Celebrates Its 40th Year with &#8216;Porgy&#8217;,Arts,249
320,2016-01-03T00:00:00Z,"Paid Notice: Memorials  STEVENS, HERBERT J",Paid Death Notices,16
321,2016-01-03T00:00:00Z,"Paid Notice: Deaths  SABATINE, CAROL ROTH",Paid Death Notices,223
322,2016-01-03T00:00:00Z,"Paid Notice: Deaths  ZIELINSKI, ERICA HERZIG",Paid Death Notices,158
323,2016-01-03T00:00:00Z,"Paid Notice: Deaths  GLANTZ, IRWIN L.",Paid Death Notices,117
324,2016-01-03T00:00:00Z,"Paid Notice: Deaths  HIRSCHBERG, IRVING",Paid Death Notices,121
325,2016-01-03T00:00:00Z,"Paid Notice: Deaths  GORDON, MARJORIE",Paid Death Notices,137
326,2016-01-03T00:00:00Z,"Paid Notice: Deaths  SEIDLER, SHELDON",Paid Death Notices,30
327,2016-01-03T00:00:00Z,"Paid Notice: Deaths  ROSEN, BARAN",Paid Death Notices,53
328,2016-01-03T00:00:00Z,"Paid Notice: Deaths  ROSENFELD, HENRY",Paid Death Notices,126
329,2016-01-03T00:00:00Z,"Paid Notice: Deaths  PARIS, HARRIET",Paid Death Notices,118
330,2016-01-03T00:00:00Z,"Paid Notice: Deaths  RATNER, LAURA",Paid Death Notices,84
331,2016-01-03T00:00:00Z,"Paid Notice: Deaths  LIEBERMAN, PHILIP H.",Paid Death Notices,49
332,2016-01-03T00:00:00Z,"Paid Notice: Deaths  PARKER, MARCIA BESS",Paid Death Notices,106
333,2016-01-03T00:00:00Z,"Paid Notice: Deaths  SELK, PHYLLIS",Paid Death Notices,40
334,2016-01-03T00:00:00Z,"Paid Notice: Memorials  STRANGE, PATRICIA CANTWELL",Paid Death Notices,11
335,2016-01-03T00:00:00Z,"Paid Notice: Deaths  SHARGEL, LEO",Paid Death Notices,90
336,2016-01-03T00:00:00Z,"Paid Notice: Deaths  KELLY, ELLSWORTH",Paid Death Notices,78
337,2016-01-03T00:00:00Z,"Paid Notice: Deaths  PEREZ, ALFREDO J.",Paid Death Notices,201
338,2016-01-03T00:00:00Z,"Paid Notice: Deaths  REED, DOLORES",Paid Death Notices,95
339,2016-01-03T00:00:00Z,"Paid Notice: Deaths  YOSPIN, TOBIAS",Paid Death Notices,146
340,2016-01-03T00:00:00Z,"Paid Notice: Memorials  CARR, KRISTEN ANN",Paid Death Notices,11
341,2016-01-03T00:00:00Z,"Paid Notice: Deaths  CALLAHAN, DANIEL J",Paid Death Notices,360
342,2016-01-03T00:00:00Z,"Paid Notice: Deaths  KELLY, ELLSWORTH",Paid Death Notices,344
343,2016-01-03T00:00:00Z,"Paid Notice: Deaths  CONNOLLY, EDYTHE SLATTERY SHEEHAN",Paid Death Notices,129
344,2016-01-03T00:00:00Z,"Paid Notice: Deaths  MANICAS, PETER T",Paid Death Notices,288
345,2016-01-03T00:00:00Z,"Paid Notice: Deaths  KAPLAN, JOEL ""GONK,"" DIED ON TUESDAY",Paid Death Notices,145
346,2016-01-03T00:00:00Z,"Paid Notice: Deaths  MUNN, DONALD BRUCE",Paid Death Notices,73
347,2016-01-03T00:00:00Z,"Paid Notice: Deaths  KAPLAN, GILBERT",Paid Death Notices,225
348,2016-01-03T00:00:00Z,"Paid Notice: Deaths  PHILLIPS, ELIZABETH",Paid Death Notices,48
349,2016-01-03T00:00:00Z,"Paid Notice: Deaths  STRAUS, JAMES D.",Paid Death Notices,80
350,2016-01-03T00:00:00Z,"Paid Notice: Deaths  KRASNER, JOANNA",Paid Death Notices,32
351,2016-01-03T00:00:00Z,"Paid Notice: Deaths  KAPLAN, GILBERT",Paid Death Notices,249
352,2016-01-03T00:00:00Z,"Paid Notice: Deaths  LYONS, STEVE",Paid Death Notices,19
353,2016-01-03T00:00:00Z,"Paid Notice: Deaths  ROTH, GARY",Paid Death Notices,59
354,2016-01-03T00:00:00Z,"Paid Notice: Deaths  HARTE, JUDITH SHEREFF",Paid Death Notices,273
355,2016-01-03T00:00:00Z,"Paid Notice: Deaths  DICKLER, RUTH CROHN",Paid Death Notices,302
356,2016-01-03T00:00:00Z,"Paid Notice: Deaths  GEIGER, MELISSA BROWN WILEY",Paid Death Notices,469
357,2016-01-03T00:00:00Z,"Paid Notice: Memorials  FRIEDMAN, REGINIA",Paid Death Notices,30
358,2016-01-03T00:00:00Z,"Paid Notice: Deaths  DICKLER, RUTH CROHN",Paid Death Notices,141
359,2016-01-03T00:00:00Z,"Paid Notice: Deaths  RIFKIN, COMRAS, BLANCHE",Paid Death Notices,67
360,2016-01-03T00:00:00Z,"Paid Notice: Deaths  GRAHAM, DR",Paid Death Notices,124
361,2016-01-03T00:00:00Z,"Paid Notice: Deaths  METZGER, PHOEBE",Paid Death Notices,94
362,2016-01-03T00:00:00Z,"Paid Notice: Deaths  VINSON, MYRON ""MIKE""",Paid Death Notices,38
363,2016-01-03T00:00:00Z,"Paid Notice: Deaths  COOPERSMITH, DR",Paid Death Notices,107
364,2016-01-03T00:00:00Z,"Paid Notice: Deaths  KELLY, ELLSWORTH",Paid Death Notices,161
365,2016-01-03T00:00:00Z,"Paid Notice: Deaths  HSU, TA CHUN",Paid Death Notices,127
366,2016-01-03T00:00:00Z,"Paid Notice: Deaths  FREILICH, DR",Paid Death Notices,266
367,2016-01-03T00:00:00Z,"Paid Notice: Deaths  BAKER, ELIZABETH",Paid Death Notices,242
368,2016-01-03T00:00:00Z,"Paid Notice: Deaths  SHORT, STEPHEN",Paid Death Notices,141
369,2016-01-03T00:00:00Z,"Paid Notice: Deaths  ERIKSEN, STEIN",Paid Death Notices,144
370,2016-01-03T00:00:00Z,"Paid Notice: Deaths  BENDAHAN, MAURICE",Paid Death Notices,42
371,2016-01-03T00:00:00Z,"Paid Notice: Deaths  ROSEN, BARAN S.",Paid Death Notices,61
372,2016-01-03T00:00:00Z,"Paid Notice: Deaths  DICKLER, RUTH",Paid Death Notices,123
373,2016-01-03T00:00:00Z,"Paid Notice: Deaths  HANNING, GERALDINE",Paid Death Notices,48
374,2016-01-03T00:00:00Z,"Paid Notice: Deaths  MOSKOVITZ, ADELE",Paid Death Notices,255
375,2016-01-03T00:00:00Z,"Paid Notice: Memorials  BROOK, JONATHAN EDWARD",Paid Death Notices,34
376,2016-01-03T00:00:00Z,"Paid Notice: Deaths  PERALTA, RAMOS, ARTURO JR",Paid Death Notices,380
377,2016-01-03T00:00:00Z,"Paid Notice: Deaths  BERMAN, HANNAH",Paid Death Notices,72
378,2016-01-03T00:00:00Z,"Paid Notice: Deaths  DOSHI, SHRENIK RAMANIKLAL",Paid Death Notices,86
379,2016-01-03T00:00:00Z,"Paid Notice: Deaths  HSU, TA CHUN (T.C.)",Paid Death Notices,349
380,2016-01-03T00:00:00Z,"Paid Notice: Memorials  HALPER DICKSON, SARI",Paid Death Notices,31
381,2016-01-03T00:00:00Z,"Paid Notice: Memorials  BENDICH, ALBERT M",Paid Death Notices,58
382,2016-01-03T00:00:00Z,"Paid Notice: Deaths  RIFKIN, COMRAS, BLANCHE",Paid Death Notices,155
383,2016-01-03T00:00:00Z,"Paid Notice: Deaths  KLUGER, ARTHUR",Paid Death Notices,36
384,2016-01-03T00:00:00Z,"Paid Notice: Deaths  COSGROVE, MARGARET L",Paid Death Notices,43
385,2016-01-03T00:00:00Z,"Paid Notice: Deaths  HSU, TA CHUN",Paid Death Notices,121
386,2016-01-03T00:00:00Z,"Paid Notice: Deaths  KELLY, ELLSWORTH",Paid Death Notices,48
387,2016-01-03T00:00:00Z,"Paid Notice: Deaths  DIAMANT, JOAN CHAMPION",Paid Death Notices,82
388,2016-01-03T00:00:00Z,"Paid Notice: Deaths  MALINA, RUTH",Paid Death Notices,99
389,2016-01-03T00:00:00Z,"Paid Notice: Deaths  GOLDBERG, MARIANNE L.",Paid Death Notices,110
390,2016-01-03T00:00:00Z,"Paid Notice: Deaths  SCHRADE, ROBERT",Paid Death Notices,58
391,2016-01-03T00:00:00Z,"Paid Notice: Deaths  RATNER, LAURA",Paid Death Notices,39
392,2016-01-03T00:00:00Z,"Paid Notice: Deaths  HARRISON, MARIA T",Paid Death Notices,242
393,2016-01-03T00:00:00Z,Panthers Shut Out Rangers for Eighth Straight Victory,Sports,512
394,2016-01-03T00:00:00Z,"For ‘Game of Thrones’ Readers, New HBO Season May Hold Spoilers",Arts,482
395,2016-01-03T00:00:00Z,"Iowa Earns Second Straight Victory Over a Top-15 Team, Toppling Purdue",Sports,1417
396,2016-01-03T00:00:00Z,Devils Down the Stars in Overtime to Climb Into Playoff Position,Sports,584
397,2016-01-03T00:00:00Z,Brook Lopez Hits Season High as Nets Win,Sports,834
398,2016-01-03T00:00:00Z,T.C.U. Erases a 31-Point Deficit to Stun Oregon in the Alamo Bowl,Sports,567
399,2016-01-03T00:00:00Z,Untangling an Accounting Tool and an Ancient Incan Mystery,World,1183
400,2016-01-03T00:00:00Z,"Kratom, an Addict’s Alternative, Is Found to Be Addictive Itself",U.S.,1153
401,2016-01-03T00:00:00Z,Nevada Justices Order New Trial for Biker Convicted of Killing Hells Angels Leader,U.S.,468
402,2016-01-03T00:00:00Z,Wildlife Refuge Occupied in Protest of Oregon Ranchers’ Prison Terms,U.S.,858
403,2016-01-03T00:00:00Z,Plane Crash Into Alaska Building Is Said to Be Suicide,U.S.,255
404,2016-01-03T00:00:00Z,Foreign-Policy Trips Fill Obama’s Schedule for Final Year,U.S.,935
405,2016-01-03T00:00:00Z,Xinjiang Seethes Under Chinese Crackdown ,World,1466
406,2016-01-03T00:00:00Z,China Grants Courts Greater Autonomy on Limited Matters,World,1251
407,2016-01-03T00:00:00Z,When Video Games Are More Than Fun,Sports,605
408,2016-01-03T00:00:00Z,Letters to the Editor,Sports,537
409,2016-01-03T00:00:00Z,"How Aerin Lauder, Cosmetics Scion, Spends Her Sundays",N.Y. / Region,689
410,2016-01-03T00:00:00Z,Jan Staller’s Images Show New York’s Untrammeled Snows of Yesteryear,N.Y. / Region,279
411,2016-01-03T00:00:00Z,Winter White,N.Y. / Region,23
412,2016-01-03T00:00:00Z,"At Insa in Brooklyn, a Mix of Karaoke and Korean Barbecue",N.Y. / Region,544
413,2016-01-03T00:00:00Z,A Different Note on Race at Yale,N.Y. / Region,989
414,2016-01-03T00:00:00Z,"With Winner for United, Wayne Rooney Is Second on Premier League Scoring List",Sports,710
415,2016-01-03T00:00:00Z,A Mother Marks Her Son’s Progress by His Confidence and Clear Speech,N.Y. / Region,689
416,2016-01-03T00:00:00Z,Coach&#8217;s Fire Returns With a Fresh Attitude ,Sports,936
417,2016-01-03T00:00:00Z,Sunday’s Matchup: Jets at Bills,Sports,209
418,2016-01-03T00:00:00Z,Sunday’s Matchup: Eagles at Giants,Sports,247
419,2016-01-03T00:00:00Z,A Beat Unmistakably His Own,N.Y. / Region,778
420,2016-01-03T00:00:00Z,Rock Out for a Good Cause at Light of Day Winterfest,N.Y. / Region,814
421,2016-01-03T00:00:00Z,A Reign of Glory Ebbs Away for Tom Coughlin and the Giants,Sports,1150
434,2016-01-03T00:00:00Z,Liza Lou’s Handmade Sea of Sparkling Glass,N.Y. / Region,1126
435,2016-01-03T00:00:00Z,"Panthers&#8217; Receivers Deliver, Mystifying Critics and Defenses",Sports,959
436,2016-01-03T00:00:00Z,"Review: Beijing House Is Strictly Chinese, and Proud of It",N.Y. / Region,559
437,2016-01-03T00:00:00Z,Review: Bank on the Seafood at Fish Urban Dining in Ridgewood,N.Y. / Region,760
438,2016-01-03T00:00:00Z,Group Claiming to Oppose ISIS Says It Committed Cyberattack on BBC,World,171
439,2016-01-03T00:00:00Z,Sheldon Adelson’s Purchase of Las Vegas Paper Seen as a Power Play,Business Day,1939
440,2016-01-03T00:00:00Z,"It’s Not Cricket, but It’s a Ballgame in Australia",Sports,1387
441,2016-01-03T00:00:00Z,"Review: Casa Margarita, a Cantina Where the Margarita Is Master",N.Y. / Region,745
442,2016-01-03T00:00:00Z,"On Perilous Migrant Trail, Women Often Become Prey to Sexual Abuse",World,1606
443,2016-01-03T00:00:00Z,"Slow and Steady May Win the Race for the Knicks, Someday ",Sports,811
444,2016-01-03T00:00:00Z,Review: A Mexican ‘Taco Dive Bar’ That’s Anything But,N.Y. / Region,662
445,2016-01-03T00:00:00Z,"A Job That Nourishes the Soul, if Not the Wallet",Job Market,1289
446,2016-01-03T00:00:00Z,A Less-Than-Stellar N.F.L. Season Has Its Memorable Moments,Sports,1182
447,2016-01-03T00:00:00Z,Ex-N.F.L. Player’s New Team Takes On Challenges of A.L.S.,Business Day,1146
448,2016-01-03T00:00:00Z,FASB Proposes to Curb What Companies Must Disclose,Business Day,1022
449,2016-01-03T00:00:00Z,"Electrifying India, With the Sun and Small Loans",Business Day,2421
450,2016-01-03T00:00:00Z,Bringing Solar Power to India’s Poor,Business Day,30
451,2016-01-03T00:00:00Z,"For Donald Trump, Lessons From a Brother’s Suffering",U.S.,1711
452,2016-01-03T00:00:00Z,"Gunmen Killed in Pathankot, India, Air Base Attack",World,325
453,2016-01-03T00:00:00Z,Bill Gates: The Billionaire Book Critic,Fashion & Style,1355
454,2016-01-03T00:00:00Z,Spanx for the Holidays,Style,1168
455,2016-01-03T00:00:00Z,Iranian Protesters Ransack Saudi Embassy After Execution of Shiite Cleric,World,1515
458,2016-01-03T00:00:00Z,Conjuring the Magic in New York’s Past,N.Y. / Region,1233
459,2016-01-03T00:00:00Z,Raccoons Invade Brooklyn,N.Y. / Region,2637
460,2016-01-03T00:00:00Z,Eagles Snapper Used Magic to Fix Shattered Childhood,Sports,1173
461,2016-01-03T00:00:00Z,App Makers Reach Out to the Teenager on Mobile,Business Day,2873
462,2016-01-03T00:00:00Z,"For $30.5 Million, Fifth Avenue and Facing the Park",Real Estate,411
463,2016-01-03T00:00:00Z,Homes for Sale in New York and Connecticut,Real Estate,94
464,2016-01-03T00:00:00Z,On the Market in the New York Region,Real Estate,18
465,2016-01-03T00:00:00Z,Homes for Sale in Brooklyn and Manhattan,Real Estate,114
466,2016-01-03T00:00:00Z,On the Market in New York City,Real Estate,12
467,2016-01-03T00:00:00Z,Tim Blake Nelson on the Upper West Side,Real Estate,1059
468,2016-01-03T00:00:00Z,What I Love | Tim Blake Nelson,Real Estate,23
469,2016-01-03T00:00:00Z,New York Discovers Keyless Entry Systems,Real Estate,703
470,2016-01-03T00:00:00Z,"At the Gym, Abs and Stats",N.Y. / Region,996
471,2016-01-03T00:00:00Z,"Gina DePalma, Acclaimed Pastry Chef at Babbo, Dies at 49",N.Y. / Region,822
472,2016-01-03T00:00:00Z,"Robert Irwin’s Big Visions, Barely Seen",Arts,1934
473,2016-01-03T00:00:00Z,The Year the Studios Get It Right,Movies,2124
474,2016-01-03T00:00:00Z,"How Is the Economy Doing? It May Depend on Your Party, and $1",The Upshot,1130
475,2016-01-03T00:00:00Z,‘new year’,Magazine,
476,2016-01-03T00:00:00Z,The 12.20.15 Issue,Magazine,690
477,2016-01-03T00:00:00Z,How to Listen to a Police Scanner,Magazine,344
478,2016-01-03T00:00:00Z,A Lingering Taste,Magazine,821
480,2016-01-03T00:00:00Z,Lifting the Veil on the New York Public Library’s Erotica Collection,N.Y. / Region,1462
481,2016-01-03T00:00:00Z,"Things to Do in New Jersey, Jan. 2 Through 10",N.Y. / Region,2720
482,2016-01-03T00:00:00Z,"Things to Do on Long Island, Jan. 2 Through 10",N.Y. / Region,3073
483,2016-01-03T00:00:00Z,"Things to Do in Connecticut, Jan. 2 Through 10",N.Y. / Region,2823
484,2016-01-03T00:00:00Z,"Things to Do in the Hudson Valley, Jan. 2 Through 10",N.Y. / Region,3052
485,2016-01-03T00:00:00Z,"Inside The New York Times Book Review Podcast: You, New and Improved",Books,215
486,2016-01-03T00:00:00Z,N.F.L. Week 17 Previews and Picks,Sports,2137
487,2016-01-03T00:00:00Z,Evening Hours | The Debutante Cotillion,Fashion & Style,
488,2016-01-03T00:00:00Z,Spurs Get a Laugh Track to Go With Their Five Titles,Sports,1391
489,2016-01-03T00:00:00Z,Bill Cunningham | Lush Colors,Fashion & Style,62
490,2016-01-03T00:00:00Z,An Actress and an Agent: ‘What Could Be a Better Match?’,Fashion & Style,1652
491,2016-01-03T00:00:00Z,"On the 101st Floor, Saying ‘I Do’",Fashion & Style,22
492,2016-01-03T00:00:00Z,"Allen Lacy, a Professor Turned Gardening Columnist, Dies at 80",N.Y. / Region,686
495,2016-01-03T00:00:00Z,The Red Tape of New Windows in New York,Real Estate,1394
496,2016-01-03T00:00:00Z,Food Memoir,Books,1030
497,2016-01-03T00:00:00Z,"Thomas Perry’s ‘Forty Thieves,’ and More",Books,908
498,2016-01-03T00:00:00Z,"‘Infectious Madness,’ by Harriet A. Washington",Books,1702
499,2016-01-03T00:00:00Z,"‘The English and Their History,’ by Robert Tombs",Books,1173
500,2016-01-03T00:00:00Z,"‘Abba Eban: A Biography,’ by Asaf Siniver",Books,1162
501,2016-01-03T00:00:00Z,"‘Martin John,’ by Anakana Schofield",Books,618
502,2016-01-03T00:00:00Z,"‘Bird,’ by Noy Holland",Books,593
503,2016-01-03T00:00:00Z,"‘Suspicious Minds,’ by Rob Brotherton",Books,633
504,2016-01-03T00:00:00Z,"‘One Out of Two,’ by Daniel Sada",Books,630
505,2016-01-03T00:00:00Z,"‘Up Against the Night,’ by Justin Cartwright",Books,739
506,2016-01-03T00:00:00Z,"‘A Strange Business,’ by James Hamilton",Books,1121
507,2016-01-03T00:00:00Z,Editors’ Choice,Books,236
508,2016-01-03T00:00:00Z,Paperback Row,Books,434
509,2016-01-03T00:00:00Z,Tessa Hadley: By the Book,Books,1754
510,2016-01-03T00:00:00Z,Brie Larson Finds a Hectic Life After ‘Room’,Movies,1317
511,2016-01-03T00:00:00Z,Ken Jeong Is Not Cracking Asian Jokes,Magazine,654
512,2016-01-03T00:00:00Z,Almost-Traditional Jewish Cooking,Magazine,962
513,2016-01-03T00:00:00Z,A Marine Ecologist Strives to Protect the Seas,Travel,716
514,2016-01-03T00:00:00Z,Letter of Recommendation: Terro Liquid Ant Bait,Magazine,927
515,2016-01-03T00:00:00Z,"Single, and Surrounded by a Wall of Men",Fashion & Style,1498
516,2016-01-03T00:00:00Z,"For a Better Commute, the Upper West Side",Real Estate,1002
517,2016-01-03T00:00:00Z,Cleaning Up at the Arcade,N.Y. / Region,555
518,2016-01-03T00:00:00Z,So You Think Your Sister’s Boyfriend Is Gay,Fashion & Style,867
519,2016-01-03T00:00:00Z,Soak. Wash. Rinse. Dry. No Tilt!,N.Y. / Region,28
521,2016-01-03T00:00:00Z,"Movies the Oscars Will Overlook, but Shouldn’t",Movies,1455
522,2016-01-03T00:00:00Z,"‘The War on Alcohol,’ by Lisa McGirr",Books,623
523,2016-01-03T00:00:00Z,"For Big Dance Theater, the After-Party Is at Intermission",Arts,1105
524,2016-01-03T00:00:00Z,Playwright Dominique Morisseau Can’t Forget the Motor City,Theater,1495
525,2016-01-03T00:00:00Z,"Three Theater Stalwarts, Together at Last, Talk Mom",Theater,1427
526,2016-01-03T00:00:00Z,"Donald Weinstein, Influential Historian on the Renaissance, Dies at 89",Books,899
527,2016-01-03T00:00:00Z,A Shirley Collins Tribute and Other Projects,Arts,684
528,2016-01-03T00:00:00Z,"Tomeka Reid, a New Jazz Power Source",Arts,136
529,2016-01-03T00:00:00Z,Charlotte Rampling’s Earlier Films to Screen,Movies,150
530,2016-01-03T00:00:00Z,"For Pierogi, a Last Brooklyn Hurrah",Arts,196
531,2016-01-03T00:00:00Z,Daniil Simkin’s Intensio Has Its New York Debut,Arts,136
532,2016-01-03T00:00:00Z,Prototype Festival Shows Off Contemporary Chamber Operas,Arts,135
533,2016-01-03T00:00:00Z,"In ‘Key Change,’ Women in Prison Vent",Theater,163
534,2016-01-03T00:00:00Z,‘Steve Jobs: The Man in the Machine’ Tries for a Rich Portrait,Arts,165
535,2016-01-03T00:00:00Z,‘Mozart in the Jungle’: Where Classical Music Meets Soap Opera,Arts,1137
536,2016-01-03T00:00:00Z,Ann Cairns of MasterCard: The Art and Science of Team Chemistry,Business Day,1024
537,2016-01-03T00:00:00Z,"In ‘The Big Short,’ Adam McKay Uses Absurdity as His Guide",Movies,1713
538,2016-01-03T00:00:00Z,Meet the Man Who’s Been Spoiling ‘The Bachelor’ for Four Years,Arts,1432
539,2016-01-03T00:00:00Z,"At a Santo Domingo Hair Salon, Rethinking an Ideal Look",Travel,1149
540,2016-01-03T00:00:00Z,A Hawaiian Island Where Everybody Knows Your Name,Travel,1903
541,2016-01-03T00:00:00Z,Mix of New and Old Enlivens Taos Ski Valley,Travel,3276
542,2016-01-03T00:00:00Z,Is It O.K. to Go to Work While Sick and Sneezing?,Magazine,1395
543,2016-01-03T00:00:00Z,Oscars 2016: And the Nominees Should Be ...,Movies,730
544,2016-01-03T00:00:00Z,Can the Turtleneck Ever Be Cool Again?,Magazine,1546
545,2016-01-03T00:00:00Z,The Terrible Beauty of Brain Surgery,Magazine,11172
546,2016-01-03T00:00:00Z,"‘The Blizzard,’ by Vladimir ­Sorokin",Books,1130
547,2016-01-03T00:00:00Z,Michael Ian Black’s ‘Navel Gazing’,Books,1004
548,2016-01-03T00:00:00Z,"Dix Hills, N.Y.: Large Lots and Good Schools",Real Estate,1314
549,2016-01-03T00:00:00Z,"Living in Dix Hills, N.Y.",Real Estate,18
